Creditability,Acc_Bal_bin,Pay_Status_bin,Value_SavStock_bin,Length_Emp_bin,S&M_Status_bin,No_of_Credits_bin,Co_Credits_bin,Purpose_bin,Telephone_bin,Instalment_bin,Apartment_bin,Most_Val_Asset_bin,Duration_Credit,Credit_Amount,Age_bin
1,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,42,7882,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,4169,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,36,3959,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),a. owner-occ / free,a. Own house / land,36,3249,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,a. owner-occ / free,a. Own house / land,24,3149,a < 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,12,2246,b. >= 25 yr
1,a. no account,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,13,1797,b. >= 25 yr
1,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,d. >= 35,b. rented flat,b. Savings / Car / Other,20,4272,a < 25 yr
1,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,24,2957,b. >= 25 yr
1,a. no account,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,36,2348,b. >= 25 yr
1,c. some balance,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,42,6289,b. >= 25 yr
1,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",b. Yes,c. [25-35),a. owner-occ / free,a. Own house / land,24,6419,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,a. Own house / land,48,6143,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,a. Own house / land,24,1597,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,36,15857,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,2223,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,48,7238,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,30,2503,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,18,2622,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,d. >= 35,b. rented flat,b. Savings / Car / Other,24,4351,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,6,368,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,754,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,2424,b. >= 25 yr
1,b. no balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,48,6681,b. >= 25 yr
1,b. no balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,18,2427,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,a. Own house / land,24,1216,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,c. No assets,6,753,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,c. No assets,7,2576,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),b. rented flat,c. No assets,6,590,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,8,1414,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,12,1103,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,c. No assets,12,585,a < 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,6,1068,b. >= 25 yr
1,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,8,713,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,c. No assets,12,1092,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,d. >= 35,b. rented flat,c. No assets,7,2329,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,13,882,a < 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,18,866,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),b. rented flat,c. No assets,7,2415,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,13,2101,a < 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,18,1301,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,18,1113,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,8,760,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,12,625,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,6,1323,b. >= 25 yr
1,a. no account,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,9,1138,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,b. [20-25),a. owner-occ / free,c. No assets,18,1795,b. >= 25 yr
1,b. no balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,a. < 20,b. rented flat,c. No assets,15,2728,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,b. [20-25),b. rented flat,c. No assets,6,484,b. >= 25 yr
1,b. no balance,a. some problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,10,1048,a < 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,b. [20-25),b. rented flat,c. No assets,12,1155,b. >= 25 yr
1,b. no balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,b. [20-25),a. owner-occ / free,b. Savings / Car / Other,20,7057,b. >= 25 yr
1,b. no balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,c. No assets,15,1537,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,2214,a < 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,1585,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,10,1521,b. >= 25 yr
1,b. no balance,a. some problem,b. >= 100 DM,"a. Unemp, < 1 yr","a. M div, M single",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,b. [20-25),b. rented flat,a. Own house / land,36,3990,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,d. >= 35,b. rented flat,b. Savings / Car / Other,18,3049,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,1282,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,c. [25-35),b. rented flat,c. No assets,60,10144,a < 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,12,1168,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,6,454,a < 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",b. > 1,b. None,"b. new car, home related",a. No,d. >= 35,b. rented flat,b. Savings / Car / Other,15,3594,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,b. [20-25),a. owner-occ / free,c. No assets,12,1768,a < 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,60,15653,a < 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,12,2247,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,1413,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,45,4576,b. >= 25 yr
1,a. no account,c. no problem,b. >= 100 DM,c. above 4 years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,b. Savings / Car / Other,24,1231,b. >= 25 yr
0,a. no account,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),a. owner-occ / free,a. Own house / land,36,8335,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,36,5800,b. >= 25 yr
1,a. no account,c. no problem,b. >= 100 DM,b. [1-4) years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",b. Yes,d. >= 35,a. owner-occ / free,b. Savings / Car / Other,18,8471,a < 25 yr
1,a. no account,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",b. > 1,b. None,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,b. Savings / Car / Other,30,3622,b. >= 25 yr
1,a. no account,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,c. No assets,6,1169,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,15,1262,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,a. Own house / land,24,3617,a < 25 yr
1,b. no balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,30,2181,b. >= 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,48,7685,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,d. >= 35,a. owner-occ / free,a. Own house / land,48,6110,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,24,3757,b. >= 25 yr
1,a. no account,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,42,3394,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,36,6304,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,9,1244,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,6,3518,b. >= 25 yr
1,c. some balance,a. some problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,36,2613,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,48,7476,b. >= 25 yr
0,c. some balance,b. paid up,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,24,4591,b. >= 25 yr
0,b. no balance,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,c. No assets,18,1924,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,72,5595,a < 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,a. Own house / land,48,6224,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,b. Savings / Car / Other,15,1905,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,b. [20-25),b. rented flat,c. No assets,21,2993,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,36,8947,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,24,4020,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,d. >= 35,a. owner-occ / free,b. Savings / Car / Other,18,2779,a < 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,d. >= 35,b. rented flat,b. Savings / Car / Other,21,2782,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,12,1884,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,36,11054,b. >= 25 yr
1,b. no balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),a. owner-occ / free,a. Own house / land,60,9157,b. >= 25 yr
